"year","year_crop","product","subcommod","variety","items","province_code","area","attribute","values","unit","data_date"
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,753210.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,492522.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,651.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,654.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เพาะปลูก,788275.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,786033.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,518775.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,658.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,660.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เพาะปลูก,810747.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,806785.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,536781.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,662.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,665.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เพาะปลูก,774876.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,772589.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,509391.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,657.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,659.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เพาะปลูก,811933.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,803835.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,535817.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,660.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,667.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เพาะปลูก,813855.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,เนื้อที่เก็บเกี่ยว,802112.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิต,533188.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เพาะปลูก,655.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH14,พระนครศรีอยุธยา,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,665.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,102229.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,102052.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,71500.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,699.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,701.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,89750.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,89639.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,62377.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,695.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,696.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,87806.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,87073.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,59791.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,681.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,687.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,88206.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,88114.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,60722.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,688.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,689.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,85539.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,85461.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,57667.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,674.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,675.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,85693.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,85483.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,689.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,690.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,88804.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,88690.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,60865.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,685.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,686.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,85164.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,85069.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,58852.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,691.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,692.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เพาะปลูก,82839.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,เนื้อที่เก็บเกี่ยว,82744.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิต,57549.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เพาะปลูก,695.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH12,นนทบุรี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,696.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,96509.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,96470.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,64380.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,667.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,667.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,80782.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,78800.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,53196.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,659.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,675.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,88886.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,88069.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,58231.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,655.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,661.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,85263.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,84723.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,56983.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,668.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,673.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,81142.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,80896.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,54205.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,668.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,670.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,82713.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,82713.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,57053.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,690.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,690.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,83101.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,83056.0,ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,56781.0,ตัน,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,683.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,684.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,80951.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,80385.0,ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,55466.0,ตัน,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,685.0,กก./ไร่,2024-05-30
"2564","2564/65",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,690.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เพาะปลูก,81743.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,เนื้อที่เก็บเกี่ยว,81260.0,ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิต,55216.0,ตัน,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เพาะปลูก,675.0,กก./ไร่,2024-05-30
"2565","2565/66",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH10,กรุงเทพมหานคร,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,679.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,313747.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,313532.0,ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,219638.0,ตัน,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,700.0,กก./ไร่,2024-05-30
"2557","2557/58",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,701.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,317460.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,315904.0,ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,223587.0,ตัน,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,704.0,กก./ไร่,2024-05-30
"2558","2558/59",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,708.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,311373.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,309279.0,ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,218054.0,ตัน,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,700.0,กก./ไร่,2024-05-30
"2559","2559/60",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,705.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,311184.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,310356.0,ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,223167.0,ตัน,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,717.0,กก./ไร่,2024-05-30
"2560","2560/61",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,719.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,299794.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,299279.0,ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,213238.0,ตัน,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,711.0,กก./ไร่,2024-05-30
"2561","2561/62",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,713.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,309678.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เก็บเกี่ยว,308717.0,ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิต,221059.0,ตัน,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เพาะปลูก,714.0,กก./ไร่,2024-05-30
"2562","2562/63",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,ผลผลิตต่อเนื้อที่เก็บเกี่ยว,716.0,กก./ไร่,2024-05-30
"2563","2563/64",ข้าว,ข้าวนาปี,ข้าวรวม,จังหวัด,TH13,ปทุมธานี,เนื้อที่เพาะปลูก,311237.0,ไร่,2024-05-30
